frame,boxes
no_country_clip2_00840.png,"[450.0993824005127, 25.270565032958984, 574.8305549621582, 203.97139239311218]","[688.4394588470459, -5.505236566066742, 846.8319110870361, 160.22851538658142]"
no_country_clip2_00846.png,"[449.285005569458, 25.560755670070648, 574.5385074615479, 205.573171377182]","[685.8098182678223, -5.678344249725342, 847.3394813537598, 163.1354010105133]"
no_country_clip2_00610.png,"[451.1020383834839, 11.49769139289856, 572.4066820144653, 195.33964610099792]"
no_country_clip2_00420.png,"[458.305775642395, 22.677220463752747, 574.3407258987427, 196.4310245513916]"
no_country_clip2_00515.png,"[453.5568952560425, 27.208731055259705, 576.4229669570923, 206.55849933624268]"
no_country_clip2_00231.png,"[322.6175904273987, 56.50664919614792, 376.31657361984253, 126.34156489372253]","[561.7638301849365, 124.50256085395813, 675.3975009918213, 265.1479027271271]","[6.077403038740158, 234.7178554534912, 38.947425365448, 268.43982887268066]","[127.99037313461304, 226.7793209552765, 158.7460379600525, 265.4225318431854]"
no_country_clip2_00387.png,"[458.34621143341064, 22.24537605047226, 574.4230127334595, 196.1965982913971]"
no_country_clip2_00769.png,"[109.30148124694824, 66.36142039299011, 190.056658744812, 177.0616660118103]","[343.72952127456665, 58.72606706619263, 397.8198218345642, 126.52324795722961]","[571.2138261795044, 131.88991701602936, 686.7618284225464, 266.1472897529602]","[25.338380813598633, 317.2901608943939, 114.42050075531006, 365.00279331207275]"
no_country_clip2_01134.png,"[291.7289171218872, 58.957200944423676, 406.7391233444214, 201.30496454238892]"
no_country_clip2_01170.png,"[457.0488796234131, 14.963446617126465, 576.952018737793, 196.9421193599701]"
no_country_clip2_00166.png,"[540.7460641860962, 22.895130574703217, 622.999135017395, 144.4363648891449]","[160.06310749053955, -2.103395313024521, 329.023099899292, 78.62492954730988]"
no_country_clip2_00477.png,"[454.9193286895752, 25.067570984363556, 575.537675857544, 204.57144117355347]"
no_country_clip2_01196.png,"[457.7440719604492, 15.72591233253479, 576.9950828552246, 196.83526611328125]"
no_country_clip2_00882.png,"[451.00206089019775, 27.724414587020874, 573.430718421936, 207.65625643730164]","[663.4152641296387, -6.440538763999939, 847.7410087585449, 180.381374001503]"
no_country_clip2_00440.png,"[454.91791343688965, 24.25098979473114, 577.0953636169434, 203.04481744766235]"
no_country_clip2_00678.png,"[312.73556327819824, 50.65349954366684, 434.71973037719727, 213.94855666160583]"
no_country_clip2_00348.png,"[456.36880016326904, 21.24871188402176, 572.9973478317261, 197.89277696609497]"
no_country_clip2_01192.png,"[457.64116287231445, 16.117396593093872, 576.8879280090332, 196.8765103816986]"
no_country_clip2_00812.png,"[565.137186050415, 134.0654057264328, 676.5359706878662, 270.526602268219]","[337.91141748428345, 64.94624948501587, 387.9378705024719, 109.91689741611481]","[126.74395251274109, 233.71013712882996, 162.84808468818665, 272.862815618515]","[338.57034397125244, 104.63978981971741, 404.84369564056396, 192.4183976650238]"
no_country_clip2_00990.png,"[453.79536533355713, 14.414524674415588, 575.9648294448853, 195.69843435287476]"
no_country_clip2_00687.png,"[309.28219509124756, 52.74144995212555, 433.84217262268066, 210.47433996200562]"
no_country_clip2_00216.png,"[540.6469459533691, 26.99562120437622, 623.9782371520996, 148.8987408876419]","[163.02280521392822, -1.5006833374500275, 331.72400856018066, 80.67606711387634]"
no_country_clip2_00187.png,"[540.6752510070801, 25.85034966468811, 621.8060264587402, 146.8856474161148]","[177.0800552368164, -3.7502425014972687, 333.4958038330078, 67.79324305057526]"
no_country_clip2_00779.png,"[137.45654344558716, 37.60043168067932, 226.84516668319702, 156.99653553962708]","[343.4351234436035, 58.280526995658875, 397.1932439804077, 132.98264062404633]","[570.3013925552368, 132.30638432502747, 685.4748582839966, 266.8321268558502]"
no_country_clip2_01281.png,"[441.1759614944458, 25.510230898857117, 565.1151990890503, 212.62186241149902]"
no_country_clip2_01153.png,"[457.49933433532715, 13.677535593509674, 577.8655643463135, 193.24020218849182]"
no_country_clip2_00894.png,"[296.6927137374878, 43.631890654563904, 426.1529531478882, 196.4988899230957]"
no_country_clip2_01108.png,"[291.49994945526123, 57.00803500413895, 407.91499614715576, 202.9096074104309]"
no_country_clip2_00807.png,"[317.6640796661377, 96.31070399284363, 397.03225898742676, 189.56158661842346]","[337.4970769882202, 65.55885487794876, 389.4493350982666, 104.19285035133362]","[565.6471824645996, 135.77730321884155, 676.1388912200928, 271.933810710907]"
no_country_clip2_01252.png,"[455.6813917160034, 15.549935340881348, 576.3056020736694, 198.26451778411865]"
no_country_clip2_00748.png,"[453.6016273498535, 12.230249047279358, 575.0341491699219, 199.2623643875122]"
no_country_clip2_00265.png,"[124.6523985862732, 223.43868708610535, 162.20638132095337, 266.4606897830963]","[16.381500869989395, 230.40471601486206, 49.20522105693817, 263.9529037475586]","[324.84274673461914, 56.734463572502136, 377.09721183776855, 127.13448107242584]","[561.6726474761963, 124.71629989147186, 672.6565608978271, 262.3233971595764]"
no_country_clip2_00928.png,"[306.73597860336304, 41.60290479660034, 427.5676498413086, 185.57987666130066]"
no_country_clip2_00985.png,"[453.92839908599854, 14.741924107074738, 575.4358282089233, 195.89586877822876]"
no_country_clip2_00266.png,"[124.55320453643799, 223.64273881912231, 161.9989457130432, 266.40204524993896]","[16.332862615585327, 230.67663311958313, 48.88208222389221, 264.52361941337585]","[325.57516527175903, 56.24838978052139, 377.6004099845886, 127.25093483924866]","[561.8952465057373, 124.63640403747559, 672.7385444641113, 262.7381830215454]"
no_country_clip2_00552.png,"[293.31561756134033, 76.73552548885345, 410.7190160751343, 212.11048555374146]"
no_country_clip2_01041.png,"[455.73774909973145, 15.617057621479034, 574.9563102722168, 195.76057195663452]"
no_country_clip2_00487.png,"[450.0057735443115, 27.771440863609314, 574.7841548919678, 208.2071418762207]"
no_country_clip2_01202.png,"[457.2822952270508, 15.995968997478485, 576.1910171508789, 196.94378995895386]"
no_country_clip2_00500.png,"[453.48491954803467, 27.01134544610977, 574.151385307312, 205.1893675327301]"
no_country_clip2_00852.png,"[447.98383235931396, 26.47822368144989, 574.076174736023, 205.5127911567688]","[672.4484176635742, -2.0538170337677, 851.0907096862793, 190.45301389694214]"
no_country_clip2_00982.png,"[453.92652893066406, 14.90807819366455, 575.2669582366943, 196.51279711723328]"
no_country_clip2_00848.png,"[449.1567735671997, 26.04814749956131, 574.3171720504761, 206.17610573768616]","[683.3476829528809, -1.7323514819145203, 847.073616027832, 168.94101452827454]"
no_country_clip2_00796.png,"[565.7420043945312, 136.18571043014526, 677.1092491149902, 272.02784156799316]","[264.99413681030273, 61.3134560585022, 351.3780269622803, 181.50680446624756]","[325.0113134384155, 58.376304388046265, 390.2018451690674, 143.94566440582275]"
no_country_clip2_01275.png,"[436.5516233444214, 25.378416299819946, 560.6251077651978, 213.33240938186646]"
no_country_clip2_00184.png,"[540.1594924926758, 25.13911384344101, 623.3012409210205, 147.1642143726349]"
no_country_clip2_00340.png,"[459.2112340927124, 21.67771953344345, 576.4501600265503, 199.69834733009338]"
no_country_clip2_00141.png,"[325.63516187667847, 49.947752833366394, 377.2466473579407, 127.19888591766357]","[563.1690244674683, 123.92994678020477, 675.8319330215454, 269.3710250854492]","[128.93030309677124, 230.76853775978088, 155.72328567504883, 265.50736355781555]"
no_country_clip2_00491.png,"[449.9772663116455, 27.794975697994232, 574.6699237823486, 207.2381510734558]"
no_country_clip2_00680.png,"[314.0640811920166, 54.654481053352356, 431.2573652267456, 213.43286228179932]"
no_country_clip2_00782.png,"[152.3534300327301, 39.7291544675827, 247.4315333366394, 157.30274331569672]","[342.4235210418701, 59.29578471183777, 395.9344778060913, 133.40618085861206]","[569.279782295227, 133.35708260536194, 684.424033164978, 267.87202048301697]"
no_country_clip2_00072.png,"[127.38641405105591, 236.6791169643402, 160.9405641555786, 273.1360995769501]","[561.095477104187, 133.6253547668457, 672.6295194625854, 272.9360399246216]","[370.41979694366455, 45.94801342487335, 422.2785978317261, 124.76890206336975]"
no_country_clip2_01256.png,"[456.67055225372314, 15.802965998649597, 576.6913595199585, 198.01982927322388]"
no_country_clip2_00201.png,"[540.2759981155396, 26.58725196123123, 622.9243288040161, 147.18584537506104]","[171.58000421524048, -2.3521518409252167, 333.8888144493103, 74.78251934051514]"
no_country_clip2_00649.png,"[313.9902858734131, 70.68390542268753, 431.9821262359619, 213.8686065673828]"
no_country_clip2_00452.png,"[455.9801616668701, 23.385500192642212, 575.7121562957764, 201.45551371574402]"
no_country_clip2_00469.png,"[455.884783744812, 23.39152628183365, 575.2225294113159, 201.14567184448242]"
no_country_clip2_00964.png,"[455.5293025970459, 14.790957272052765, 576.2869510650635, 195.13071274757385]"
no_country_clip2_01014.png,"[454.29833602905273, 14.416509866714478, 575.41748046875, 195.1103401184082]"
no_country_clip2_00969.png,"[454.3315439224243, 15.350239098072052, 575.6391191482544, 195.16796493530273]"
no_country_clip2_01244.png,"[455.1709403991699, 16.72343349456787, 575.569013595581, 198.39775347709656]"
no_country_clip2_00876.png,"[450.95197105407715, 27.49316680431366, 572.6502571105957, 205.7520990371704]","[664.8411817550659, -5.898955523967743, 848.3737277984619, 180.00124764442444]"
no_country_clip2_00087.png,"[334.67288970947266, 44.92825376987457, 393.0668725967407, 122.27726876735687]","[119.94867992401123, 237.95280766487122, 153.79381608963013, 275.2241313457489]","[561.5841941833496, 133.72433233261108, 672.6541347503662, 274.0527377128601]"
no_country_clip2_00338.png,"[457.2788076400757, 21.625486195087433, 578.205174446106, 198.85742855072021]"
no_country_clip2_00415.png,"[458.0416793823242, 22.668487787246704, 574.1906585693359, 197.38801741600037]"
no_country_clip2_01152.png,"[457.4808349609375, 14.212235748767853, 577.9500751495361, 193.47337007522583]"
no_country_clip2_01328.png,"[446.24681186676025, 20.79136371612549, 570.6593503952026, 205.72829842567444]"
no_country_clip2_00622.png,"[453.3610849380493, 11.666150689125061, 575.0034685134888, 194.65324687957764]"
no_country_clip2_00027.png,"[559.5093326568604, 72.09915226697922, 672.5571899414062, 212.44269609451294]","[125.21545433998108, 179.26968801021576, 163.4458520412445, 218.63755917549133]","[235.85259294509888, 30.564443707466125, 286.27319383621216, 99.95711171627045]"
no_country_clip2_00052.png,"[355.3631763458252, 37.6579507291317, 405.49582386016846, 117.68914222717285]","[127.65950727462769, 230.91201400756836, 160.76876258850098, 267.8837580680847]","[562.0441007614136, 126.86767339706421, 675.0010786056519, 269.67576837539673]"
no_country_clip2_00663.png,"[315.2937083244324, 66.78217267990112, 434.4389543533325, 215.59952068328857]"
no_country_clip2_00002.png,"[123.9032371044159, 153.67394196987152, 164.9635841846466, 191.19567108154297]","[560.0931749343872, 44.8285493850708, 673.9193201065063, 187.0742383003235]","[233.30718517303467, 56.40052276849747, 266.55713176727295, 98.94081258773804]"
no_country_clip2_00466.png,"[455.9530191421509, 23.070152938365936, 575.9548215866089, 200.85264444351196]"
no_country_clip2_00158.png,"[321.36137676239014, 51.89147847890854, 373.9924507141113, 128.78487014770508]","[563.2398376464844, 123.72560214996338, 676.366039276123, 268.6477642059326]","[129.11006546020508, 232.19548964500427, 155.71317672729492, 266.4338734149933]"
no_country_clip2_00898.png,"[298.70239782333374, 45.25239336490631, 418.37924814224243, 196.09981203079224]"
no_country_clip2_00334.png,"[457.36993980407715, 21.150661826133728, 582.3255310058594, 198.54964780807495]"
no_country_clip2_00013.png,"[123.35658311843872, 159.2998684644699, 161.5812692642212, 198.25757503509521]","[558.9109840393066, 50.481764137744904, 672.225212097168, 193.54737544059753]","[247.86697626113892, 47.784196972846985, 286.75215578079224, 97.09625434875488]"
no_country_clip2_00682.png,"[311.55208349227905, 51.44688218832016, 433.7875337600708, 213.26840591430664]"
no_country_clip2_00441.png,"[454.55414295196533, 24.832629442214966, 576.2097692489624, 203.55584716796875]"
no_country_clip2_01052.png,"[455.40299129486084, 15.45122355222702, 575.6623697280884, 196.31301951408386]"
no_country_clip2_00747.png,"[453.70625495910645, 12.655579209327698, 574.9986667633057, 199.41215419769287]"
no_country_clip2_00247.png,"[126.70833110809326, 225.54034399986267, 164.88467121124268, 266.06543040275574]","[323.46049976348877, 52.71135205030441, 376.4907760620117, 127.61790251731873]","[11.420264661312103, 230.79025554656982, 44.5748775601387, 267.87225914001465]","[562.163083076477, 124.47308671474457, 673.0880613327026, 263.7840213775635]"
no_country_clip2_00150.png,"[562.7332277297974, 124.71093010902405, 675.7884645462036, 268.9814717769623]","[321.3159623146057, 49.253467082977295, 373.7966151237488, 123.52014017105103]","[125.23313236236572, 233.43709182739258, 156.05950927734375, 266.85753297805786]"
no_country_clip2_00398.png,"[457.7248649597168, 22.547282576560974, 573.4140892028809, 197.43780994415283]"
no_country_clip2_01306.png,"[443.1289596557617, 22.947890043258667, 566.0690288543701, 206.82188987731934]"
no_country_clip2_00380.png,"[459.1516418457031, 22.657867550849915, 574.6918601989746, 196.58966636657715]"
no_country_clip2_00857.png,"[448.77728366851807, 26.984339237213135, 573.108344078064, 205.05287742614746]","[666.3414001464844, -1.2493910789489746, 847.8935527801514, 173.28530955314636]"
no_country_clip2_00237.png,"[5.95272022485733, 232.93664979934692, 38.30149203538895, 271.1778755187988]","[127.95834040641785, 225.431321144104, 162.39171624183655, 265.3278284072876]","[321.9178237915039, 50.199666142463684, 376.8243713378906, 120.08408689498901]","[562.1269941329956, 124.14632189273834, 675.2050771713257, 264.94328689575195]"
no_country_clip2_00668.png,"[314.3668694496155, 65.12356621026993, 433.03148555755615, 216.48146677017212]"
no_country_clip2_01188.png,"[457.42366886138916, 16.01781153678894, 577.452260017395, 197.8393177986145]"
no_country_clip2_01190.png,"[457.4815425872803, 16.042176246643066, 577.2977447509766, 197.34015583992004]"
no_country_clip2_00583.png,"[456.53205966949463, 11.472290694713593, 576.049542427063, 193.1652855873108]","[125.05033731460571, 41.42576164007187, 214.5858941078186, 139.9844355583191]"
no_country_clip2_00114.png,"[117.31848335266113, 233.6972930431366, 151.9052119255066, 271.10747170448303]","[310.5148296356201, 46.60441780090332, 364.3044900894165, 117.12522828578949]","[562.9148349761963, 127.18551027774811, 673.8553810119629, 267.9876823425293]"
no_country_clip2_00923.png,"[315.3881006240845, 41.606951117515564, 439.0736541748047, 185.04205226898193]"
no_country_clip2_00764.png,"[454.41094970703125, 13.829977750778198, 575.5746746063232, 198.92889547348022]"
no_country_clip2_00738.png,"[453.4732437133789, 15.320314764976501, 574.2559623718262, 201.2630476951599]"
no_country_clip2_00664.png,"[314.921395778656, 66.93921983242035, 433.82326889038086, 216.1718201637268]"
no_country_clip2_01104.png,"[291.6474642753601, 57.21254777908325, 408.6860308647156, 200.5953722000122]"
no_country_clip2_00688.png,"[307.2991986274719, 56.699315905570984, 433.1502151489258, 209.5574631690979]"
no_country_clip2_01213.png,"[457.09320735931396, 16.249769866466522, 574.8936853408813, 196.5212802886963]"
no_country_clip2_00658.png,"[315.60061597824097, 69.3278997540474, 433.3457221984863, 214.4771602153778]"
no_country_clip2_01042.png,"[455.63039207458496, 15.634240925312042, 574.7263317108154, 195.5523979663849]"
no_country_clip2_01109.png,"[291.26466369628906, 57.12711399793625, 407.7678098678589, 202.57049751281738]"
no_country_clip2_00992.png,"[454.0527391433716, 14.521605730056763, 576.1070623397827, 195.8189995288849]"
no_country_clip2_01099.png,"[292.7290458679199, 56.90303134918213, 409.8626871109009, 200.19126081466675]"
no_country_clip2_00326.png,"[459.8051347732544, 20.606182157993317, 581.4872465133667, 201.94183158874512]"
no_country_clip2_01264.png,"[456.57977390289307, 16.523927092552185, 575.1924047470093, 198.17239618301392]"
no_country_clip2_01241.png,"[455.2381649017334, 16.589801847934723, 575.5033054351807, 198.2983636856079]"
no_country_clip2_00426.png,"[458.69208908081055, 22.960229694843292, 574.0778427124023, 196.539635181427]"
no_country_clip2_00861.png,"[449.1227569580078, 27.976843178272247, 572.6469211578369, 205.28667449951172]","[666.467357635498, -3.312325894832611, 848.216230392456, 179.04126071929932]"
no_country_clip2_00109.png,"[114.75250387191772, 236.84129524230957, 151.3562455177307, 273.84866428375244]","[561.3817625045776, 129.27297794818878, 672.7861070632935, 269.3464651107788]","[294.2245383262634, 51.9327227473259, 347.4377360343933, 120.48483538627625]"
no_country_clip2_01315.png,"[440.16845321655273, 21.451272010803223, 563.2797679901123, 204.51622462272644]"
no_country_clip2_00884.png,"[292.8762068748474, 35.51060998439789, 427.29516315460205, 204.94899654388428]"
no_country_clip2_00642.png,"[452.63329124450684, 15.561591565608978, 573.9315662384033, 196.73177576065063]"
no_country_clip2_00020.png,"[559.5527505874634, 58.70440351963043, 674.4399309158325, 202.04106950759888]","[124.6084246635437, 167.30936002731323, 164.81883668899536, 207.89944791793823]","[249.9119153022766, 37.02083417773247, 289.0073103904724, 91.0239850282669]"
no_country_clip2_01271.png,"[440.3217554092407, 23.99340295791626, 566.0676641464233, 206.56114625930786]"
no_country_clip2_00193.png,"[540.3657655715942, 25.39195466041565, 623.1463212966919, 147.03840959072113]","[174.12576580047607, -3.000468999147415, 333.3413896560669, 74.06372785568237]"
no_country_clip2_00631.png,"[452.98513317108154, 12.036492109298706, 574.8252477645874, 196.4321744441986]"
no_country_clip2_00909.png,"[304.1297402381897, 39.896745920181274, 414.5606942176819, 190.413982629776]"
no_country_clip2_00179.png,"[540.4726676940918, 24.756953477859497, 623.0555934906006, 146.96799492835999]"
no_country_clip2_00199.png,"[540.3784523010254, 25.987506926059723, 623.5544700622559, 147.94082593917847]","[172.45047307014465, -3.1609224379062653, 332.6743507385254, 73.76322615146637]"
no_country_clip2_00221.png,"[540.1868877410889, 29.84028786420822, 622.4982872009277, 152.0210144519806]","[161.36847591400146, -1.3238791823387146, 331.3402729034424, 77.4986909031868]"
no_country_clip2_01121.png,"[291.1512665748596, 59.17580533027649, 407.04539918899536, 200.64143300056458]"
no_country_clip2_00518.png,"[451.61688709259033, 28.68584430217743, 575.059573173523, 206.91149473190308]"
no_country_clip2_00388.png,"[458.07963848114014, 22.43719118833542, 574.2008180618286, 196.52587985992432]"
no_country_clip2_00959.png,"[454.9606742858887, 14.592069208621979, 576.0970039367676, 195.4943175315857]"
no_country_clip2_01231.png,"[455.65344047546387, 16.62727642059326, 575.5259494781494, 198.5193166732788]"
no_country_clip2_00507.png,"[454.50683307647705, 24.862911760807037, 576.9801721572876, 202.780255317688]"
no_country_clip2_00505.png,"[454.17419815063477, 23.28559511899948, 575.4496269226074, 203.21732306480408]"
no_country_clip2_00759.png,"[454.3038959503174, 13.586417436599731, 575.5566806793213, 199.3191213607788]"
no_country_clip2_00307.png,"[126.39828968048096, 222.30560874938965, 161.2285933494568, 264.4464030265808]","[326.43162059783936, 53.23712968826294, 379.1802110671997, 126.16627132892609]","[20.004306077957153, 231.52156567573547, 52.68507468700409, 262.719589471817]","[559.5068054199219, 123.46401238441467, 671.6801376342773, 261.55884861946106]"
no_country_clip2_00021.png,"[560.0709352493286, 61.03444975614548, 674.4611597061157, 201.99340319633484]","[123.67626595497131, 168.62587881088257, 162.8290798664093, 208.4146432876587]","[248.52736854553223, 37.33701130747795, 288.8928518295288, 92.4249666929245]"
no_country_clip2_01003.png,"[455.59207916259766, 14.44967234134674, 576.289478302002, 195.0658197402954]"
