frame,boxes
argo_04279.png,"[7.242821395397186, 3.331829309463501, 166.81122946739197, 105.80167651176453]"
argo_03339.png,"[366.88626474142075, 0.3197622299194336, 636.6913831233978, 332.23849296569824]"
argo_00848.png,"[343.4438669681549, -15.100139379501343, 574.5704402923584, 285.76306343078613]"
argo_00056.png
argo_01834.png,"[211.56957864761353, -7.6730382442474365, 405.7988588809967, 272.1819877624512]"
argo_01926.png,"[276.5991081595421, 55.208460688591, 364.699549973011, 161.1009407043457]","[651.204207777977, 25.432003140449524, 757.5144113302231, 148.54734420776367]"
argo_01088.png,"[287.69760566949844, -8.291126489639282, 475.84132981300354, 272.213830947876]"
argo_00832.png,"[341.66732347011566, -14.371265172958374, 577.0914818048477, 280.78827381134033]"
argo_04628.png,"[201.4484956562519, -14.857903718948364, 465.0226935148239, 288.1551218032837]"
argo_04572.png,"[438.9105429649353, -10.523014068603516, 653.9113483428955, 288.87871742248535]"
argo_00109.png,"[317.8157979249954, 4.992985725402832, 460.7766216993332, 229.46184396743774]"
argo_03755.png,"[15.831844955682755, -5.333240032196045, 292.2700889110565, 223.08011770248413]"
argo_04921.png,"[534.7239149808884, 179.8068380355835, 695.5521820783615, 327.3507785797119]"
argo_04891.png,"[19.317155450582504, -5.32261848449707, 345.867583155632, 235.6419539451599]","[451.90479731559753, 61.07093811035156, 844.9666624069214, 349.52213287353516]"
argo_01171.png,"[284.7240421175957, 132.45754480361938, 320.45348221063614, 181.7051339149475]","[165.5148861706257, 174.57964181900024, 231.42020362615585, 242.21503973007202]","[716.6490242481232, 187.81885385513306, 780.7883477210999, 265.5666947364807]","[497.6315131187439, 158.90429735183716, 527.3585970401764, 201.21410608291626]","[103.82989029586315, 22.62070208787918, 144.33600211143494, 77.7735686302185]","[558.13813829422, 151.62671327590942, 612.6330921649933, 218.95320653915405]"
argo_00810.png,"[287.597709774971, 21.63933277130127, 501.48024106025696, 280.55691719055176]"
argo_02147.png,"[395.9319186806679, 38.900710344314575, 599.9482223987579, 234.6677541732788]","[562.3895039558411, 2.8023934364318848, 859.3778350353241, 266.8304443359375]"
argo_01310.png,"[346.7163037657738, 8.352463245391846, 833.8768692016602, 343.9320659637451]"
argo_04581.png,"[351.02831959724426, -9.11039113998413, 574.7615277767181, 285.16263484954834]"
argo_02780.png,"[290.90381848812103, 32.22283333539963, 320.02903282642365, 65.32904148101807]","[225.13063085079193, 41.38828754425049, 252.93956089019775, 77.44556665420532]"
argo_03741.png,"[574.8027077913284, -7.862906455993652, 797.2719084024429, 277.8735065460205]"
argo_03706.png,"[413.3801555633545, -7.285630702972412, 678.0081214904785, 288.5037875175476]","[-13.017071336507797, -15.956193208694458, 293.04197239875793, 253.02912712097168]"
argo_01722.png,"[368.19962215423584, -5.586140155792236, 631.7657647132874, 314.5586156845093]"
argo_00239.png,"[210.53114491701126, 26.342811584472656, 380.15096336603165, 232.33592748641968]"
argo_02577.png
argo_02451.png,"[413.4498663544655, 20.293389558792114, 637.9674036502838, 319.38581943511963]"
argo_01446.png,"[325.98891097307205, -10.382884740829468, 578.1838974952698, 340.15817642211914]"
argo_01472.png,"[227.53434240818024, -4.224586486816406, 494.65168857574463, 244.61939334869385]"
argo_03483.png,"[474.1042356491089, -7.512706518173218, 731.0777072906494, 321.4730501174927]","[-7.96404430270195, 17.29376792907715, 288.3932628631592, 357.5189781188965]"
argo_01260.png,"[457.18322002887726, -2.7762794494628906, 650.1958318948746, 270.7671332359314]"
argo_01576.png,"[472.5175070762634, -17.496918439865112, 794.345785856247, 283.71020793914795]"
argo_00229.png,"[221.57851099967957, 15.330133438110352, 391.97993528842926, 217.69793272018433]"
argo_00110.png,"[318.9916680455208, 5.590420961380005, 462.10273015499115, 226.12034797668457]"
argo_03734.png,"[526.144677400589, 2.194443941116333, 735.5121178627014, 273.26096534729004]"
argo_04309.png,"[569.1916381120682, 165.90859651565552, 599.1335300207138, 201.05604887008667]","[347.53387212753296, 5.0864821672439575, 404.9024682044983, 77.30461120605469]","[155.43640846014023, 156.32864713668823, 194.60450702905655, 208.00726175308228]","[670.012886762619, 191.55710220336914, 699.2666804790497, 233.7939977645874]","[48.103907227516174, 200.63416957855225, 110.80662593245506, 274.76780891418457]","[687.7193768024445, 208.23505640029907, 750.9395053386688, 262.8703236579895]"
argo_02959.png,"[64.71893599629402, -10.891034603118896, 446.5755740404129, 341.06658697128296]"
argo_00742.png,"[223.99443912506104, 57.60527729988098, 556.9954310655594, 356.2680387496948]"
argo_04187.png,"[579.818779706955, -21.97842299938202, 848.8121325969696, 195.76050996780396]","[17.377584397792816, 48.31631541252136, 418.15044540166855, 350.5326175689697]"
argo_01143.png,"[712.6615873575211, 192.1765422821045, 777.0410681962967, 270.6193542480469]","[157.80532824993134, 173.25427651405334, 219.51510721445084, 244.874267578125]","[281.1556335091591, 137.82144784927368, 316.77252846956253, 187.84634113311768]","[554.5129735469818, 151.45280957221985, 610.8758406639099, 220.52581787109375]","[491.3444091081619, 160.6866466999054, 521.7101141214371, 205.58411121368408]","[186.4019851386547, 32.40111172199249, 213.30442038178444, 72.56920874118805]"
argo_03358.png,"[345.2919282913208, -11.279568672180176, 601.247861623764, 331.11220121383667]"
argo_01402.png,"[152.07564333081245, -9.081584215164185, 574.6516295671463, 356.8078279495239]"
argo_02129.png,"[38.741193145513535, -2.260265350341797, 363.8682379722595, 338.3085894584656]","[522.7001651525497, -8.619868755340576, 860.5343368053436, 345.02681493759155]"
argo_01616.png,"[311.9139993786812, 8.717286586761475, 503.24976003170013, 280.92373609542847]"
argo_01412.png,"[585.9556708335876, 33.20564031600952, 839.6168236732483, 332.8683400154114]","[101.86897206306458, -13.940083980560303, 560.6100081205368, 352.168185710907]"
argo_00873.png,"[368.0463805794716, -17.521272897720337, 598.036431312561, 293.1209421157837]"
argo_00196.png,"[191.11344456672668, 13.783668279647827, 373.82652246952057, 229.25286769866943]"
argo_00363.png,"[426.79730677604675, -2.4152112007141113, 585.5350136756897, 157.57129311561584]"
argo_04028.png,"[125.35509496927261, -12.598732709884644, 383.7530693411827, 271.63700580596924]"
argo_02262.png,"[409.5492434501648, 7.74686336517334, 847.0029606819153, 340.1469326019287]"
argo_01106.png,"[228.0283498764038, -8.4614896774292, 429.15449357032776, 276.0780143737793]"
argo_03554.png,"[417.627245426178, 1.758188009262085, 670.4857697486877, 318.8692045211792]","[-1.3260066509246826, -14.0255606174469, 304.21679800748825, 239.02936935424805]"
argo_00566.png,"[667.7347004413605, 90.12062430381775, 857.2507269382477, 352.10434913635254]","[9.533198833465576, -6.7000991106033325, 186.10256469249725, 163.835871219635]","[179.00092101097107, -1.4178907871246338, 315.60276663303375, 159.00757312774658]"
argo_04667.png,"[620.7624546289444, -7.537549138069153, 796.739266037941, 178.97258520126343]","[267.094261944294, 21.54814839363098, 427.03980565071106, 228.9803123474121]"
argo_00094.png,"[310.7197026014328, 24.66534733772278, 453.11500108242035, 239.09957885742188]"
argo_04632.png,"[155.5656750202179, -3.0620527267456055, 427.7392041683197, 266.71583890914917]"
argo_04717.png,"[279.47068881988525, 151.62289381027222, 312.34292817115784, 196.32918119430542]","[321.01592791080475, 45.24717092514038, 393.62937557697296, 145.77597856521606]","[566.6825586557388, 167.203631401062, 597.81190097332, 205.63140392303467]","[44.425635404884815, 214.55341815948486, 115.30932202935219, 290.98071098327637]"
argo_02360.png,"[354.2088521718979, 16.186305284500122, 572.0574413537979, 290.52911281585693]"
argo_03917.png,"[512.8746849298477, -4.299420118331909, 841.1883324384689, 298.9227533340454]"
argo_03436.png,"[132.85942727327347, -7.1408021450042725, 474.9662163257599, 298.0707550048828]","[516.5243846178055, -14.494915008544922, 866.0824911594391, 310.21373748779297]"
argo_04513.png,"[37.69994705915451, -4.254595041275024, 509.7581875324249, 265.3459596633911]"
argo_02585.png
argo_01816.png,"[258.2598762512207, 2.699310779571533, 432.9023839235306, 278.07969331741333]"
argo_00630.png,"[459.5412721633911, -8.294323682785034, 604.4116473197937, 157.74484276771545]"
argo_00999.png,"[374.9219413995743, -18.658443689346313, 602.1648677587509, 296.88955307006836]"
argo_00818.png,"[299.9019061923027, 35.03710627555847, 508.8523290157318, 284.2924404144287]"
argo_01081.png,"[312.96218091249466, -12.411203384399414, 506.38524401187897, 217.494535446167]"
argo_04520.png,"[202.04027384519577, -3.389807939529419, 483.42812395095825, 202.96430110931396]"
argo_03450.png,"[132.97861516475677, -7.742207050323486, 450.00476467609406, 317.29451179504395]","[519.8102850914001, -14.883137941360474, 858.5845725536346, 312.3956823348999]"
argo_02065.png,"[433.31331872940063, 10.12366533279419, 684.5038743019104, 288.5320258140564]"
argo_02322.png,"[332.6211075782776, 24.895191192626953, 544.4467251300812, 333.6374044418335]","[-20.124187022447586, -9.318948984146118, 307.86972999572754, 325.2268981933594]"
argo_01032.png,"[16.639169216156006, -7.601938247680664, 410.91001641750336, 276.24815225601196]"
argo_00745.png,"[209.65024128556252, 61.618462800979614, 559.4702532291412, 357.770676612854]"
argo_04000.png,"[124.88026496767998, -7.467248439788818, 417.1278932094574, 261.44888162612915]","[463.2476261854172, 62.47448444366455, 627.7219280004501, 306.51276111602783]"
argo_01913.png,"[278.3167067170143, 50.596643686294556, 370.4090648293495, 163.1033170223236]","[655.6292523145676, 20.995672345161438, 760.5706912279129, 144.0139389038086]"
argo_03988.png
argo_01169.png,"[282.40577018260956, 132.53626227378845, 319.4021701812744, 182.77748107910156]","[716.5655443668365, 189.06781911849976, 780.3707447052002, 267.82597303390503]","[165.33671516180038, 173.50988030433655, 230.9900786280632, 240.56170463562012]","[103.34333366155624, 18.482818007469177, 144.87350565195084, 74.90459740161896]","[496.1240395307541, 159.39483046531677, 526.7844692468643, 203.33051919937134]","[557.522219657898, 152.12704181671143, 612.0766274929047, 219.98504161834717]"
argo_04683.png,"[573.3091305494308, 8.74935507774353, 737.0689667463303, 202.90881156921387]"
argo_00767.png,"[188.1214161813259, -0.8167004585266113, 532.7917629480362, 341.2676453590393]"
argo_02396.png,"[262.3569822907448, -15.845493078231812, 526.8788931369781, 298.1901454925537]"
argo_03952.png
argo_04826.png,"[458.74933314323425, 2.682209014892578, 619.755758523941, 219.55936431884766]"
argo_04399.png,"[371.1535628437996, -9.819384813308716, 583.254027724266, 277.10708141326904]"
argo_02286.png,"[442.1188682317734, 10.976672172546387, 850.5116099119186, 341.69626235961914]","[153.69155168533325, 10.402379035949707, 759.4463088512421, 334.91904973983765]"
argo_00800.png,"[287.8233599662781, 32.109936475753784, 499.8164972066879, 287.2071647644043]"
argo_02186.png,"[666.044283747673, 10.044835209846497, 730.4705947637558, 57.612696290016174]","[490.35832846164703, 212.8713297843933, 518.8974529504776, 239.87387895584106]"
argo_00802.png,"[284.12599021196365, 28.226430416107178, 497.31724190711975, 283.97510290145874]"
argo_02879.png,"[361.1169650554657, -4.579195976257324, 625.0690493583679, 266.0450506210327]"
argo_04032.png,"[123.65675023198128, -6.8219733238220215, 362.62581300735474, 263.33696365356445]"
argo_04203.png
argo_01561.png,"[305.17836916446686, -7.538766860961914, 498.82364654541016, 244.30008172988892]"
argo_04111.png,"[367.00051510334015, 2.3840224742889404, 834.0123203992844, 325.6471252441406]"
argo_01708.png,"[349.6877803206444, 1.0901033878326416, 610.7063357830048, 325.94311237335205]"
argo_04658.png,"[636.125094294548, -6.512628793716431, 823.5923005342484, 152.48923659324646]","[301.80685091018677, 19.60483431816101, 445.7418441772461, 210.95101833343506]"
argo_00779.png,"[169.75109565258026, -5.69642186164856, 559.789360165596, 344.53498363494873]"
argo_04970.png
argo_01919.png,"[274.4019329547882, 49.61498200893402, 367.2685669660568, 162.94391870498657]","[652.6081459522247, 24.165372848510742, 758.4734628200531, 145.62665462493896]","[202.09739902615547, 249.5197892189026, 223.21965420246124, 261.04251623153687]"
argo_05070.png,"[211.94409281015396, -4.644867181777954, 382.93832606077194, 215.82341194152832]"
argo_02947.png,"[71.73167869448662, -14.608458280563354, 470.16927909851074, 353.25838565826416]"
argo_02566.png
argo_04869.png,"[-0.9216891527175903, -7.133163213729858, 323.28138864040375, 294.6681261062622]","[382.57185447216034, 35.54608225822449, 789.2512224912643, 348.9134216308594]"
argo_04197.png
argo_00144.png,"[629.113038778305, 46.1385977268219, 811.5814290046692, 269.0977478027344]"
argo_01048.png
argo_03682.png,"[415.7262456417084, -11.106501817703247, 677.8871774673462, 284.5573568344116]","[-8.327156335115433, -16.574828624725342, 281.84436798095703, 235.67414045333862]"
argo_00212.png,"[218.1269233226776, 10.329809188842773, 392.33105981349945, 217.37859964370728]"
argo_03909.png,"[514.0991922616959, -15.874450206756592, 835.8514229059219, 295.6400942802429]"
argo_04598.png,"[230.47502303123474, -9.158552885055542, 483.881307721138, 327.88177013397217]"
argo_01531.png,"[499.4490330219269, -4.418874979019165, 738.4677128791809, 250.2449083328247]"
argo_00148.png
argo_04514.png,"[167.9053249359131, -2.3468899726867676, 486.31011414527893, 230.43160200119019]"
argo_03770.png,"[190.83568307757378, -10.542905330657959, 454.29934644699097, 292.77828454971313]"
argo_04696.png,"[274.88054245710373, 52.793211936950684, 355.91344517469406, 148.10726881027222]","[285.3111500144005, 150.0374186038971, 316.06574910879135, 191.38110637664795]","[129.78090304136276, 154.31795597076416, 173.22991609573364, 206.17484092712402]","[559.8253481388092, 168.99145245552063, 592.4709701538086, 208.0355429649353]","[716.9352991580963, 211.890070438385, 759.8219683170319, 262.64909505844116]"
argo_00898.png,"[371.9296966791153, -16.037431955337524, 603.6804348230362, 284.7073030471802]"
argo_03463.png,"[146.4200595319271, -0.8565044403076172, 470.20460534095764, 311.35485649108887]","[528.9160567522049, -18.191792964935303, 859.2062940597534, 310.50528287887573]"
argo_04663.png,"[628.0931589603424, -4.46344792842865, 813.4505639076233, 167.48562812805176]","[286.2247711420059, 21.17142677307129, 436.6354616880417, 226.09384775161743]"
argo_01656.png,"[445.01673996448517, 10.110243558883667, 659.868605017662, 249.09353256225586]","[-3.9674322605133057, 4.0384840965271, 412.4039499759674, 308.2614541053772]"
argo_02646.png,"[460.92184615135193, 18.34140658378601, 795.6287291049957, 325.48820972442627]"
argo_00506.png,"[530.9880375862122, -20.725901126861572, 702.1795175075531, 190.5690836906433]","[332.984295964241, 38.55407238006592, 436.2472802400589, 187.28713274002075]"
argo_05073.png,"[207.45503854751587, -5.02874493598938, 384.31276631355286, 225.3078317642212]"
argo_04962.png
argo_05004.png,"[235.6040472984314, -3.984641432762146, 428.7443222999573, 156.46417379379272]"
argo_04903.png,"[345.3449940085411, -7.569655179977417, 781.0021376609802, 320.26073455810547]"
argo_03948.png,"[454.8026181459427, -10.994471311569214, 698.9457410573959, 296.37585639953613]"
argo_04564.png,"[440.2070771455765, -12.674531936645508, 692.8788915872574, 272.19181537628174]"
argo_02345.png,"[344.6161484718323, 16.429452896118164, 565.0961863994598, 296.6004538536072]"
argo_01965.png,"[229.8392015695572, 1.1543047428131104, 414.20299232006073, 231.73032760620117]"
argo_04268.png
argo_00952.png,"[372.22172355651855, -18.60461711883545, 600.7399578094482, 298.2323098182678]"
argo_04508.png,"[50.36165624856949, -2.7961277961730957, 520.5559029579163, 272.0186948776245]"
argo_02911.png,"[349.5930510163307, -9.521863460540771, 642.7949841022491, 286.16215467453003]"
argo_00957.png,"[372.7994145154953, -16.84431552886963, 599.9678198099136, 298.31181049346924]"
argo_03395.png,"[265.1418253183365, -3.367706537246704, 552.491996884346, 295.6697702407837]","[523.2962827682495, -9.23227071762085, 862.1872384548187, 323.82410287857056]"
argo_00429.png,"[377.6620157957077, 104.87029552459717, 402.6946289539337, 143.19981336593628]"
argo_02288.png,"[441.7858649492264, 10.035173892974854, 852.4825495481491, 341.3904905319214]"
argo_05133.png,"[303.161617398262, -17.74389624595642, 457.9397819042206, 212.98949718475342]"
argo_00167.png,"[69.98667557537556, -3.5236233472824097, 253.43524813652039, 155.54256677627563]"
argo_01597.png,"[456.845890045166, -15.399109125137329, 798.5098030567169, 283.64214420318604]"
argo_00621.png,"[286.7609257698059, 113.71092081069946, 772.7971851825714, 370.7690906524658]"
argo_00437.png,"[369.30209106206894, 103.32669496536255, 397.05248337984085, 138.38438987731934]"
argo_02695.png
argo_00862.png,"[360.87293910980225, -19.497792720794678, 593.3793737888336, 298.1762623786926]"
argo_01483.png,"[206.97617453336716, -3.7603068351745605, 485.77105808258057, 242.11822271347046]"
argo_02908.png,"[353.14275300502777, -9.658774137496948, 644.6283346414566, 285.9452819824219]"
argo_00579.png,"[628.6951812505722, 143.62177848815918, 856.0486166477203, 361.10785961151123]","[254.4047091603279, -3.8504505157470703, 379.8745126128197, 145.96587896347046]"
argo_01991.png,"[233.02365362644196, -2.448481321334839, 419.79721331596375, 225.5286741256714]"
argo_02488.png,"[239.43836987018585, -11.83779001235962, 498.54953730106354, 282.6889729499817]"
argo_02757.png,"[324.6629297733307, -7.67319917678833, 585.5691182613373, 252.01735496520996]","[231.2997686266899, 144.23441648483276, 372.6260156035423, 365.7700538635254]","[626.4752781391144, -19.885597229003906, 876.948924779892, 304.7500777244568]"
argo_02686.png
argo_04133.png,"[331.0534164905548, -12.544509172439575, 820.7516939640045, 331.1523485183716]"
argo_04830.png,"[456.1814614534378, 6.094837188720703, 611.6713937520981, 219.85342025756836]"
argo_02271.png,"[414.8477725982666, 5.229535102844238, 849.1238586902618, 356.03569507598877]"
argo_00414.png
argo_01288.png,"[341.54574316740036, -12.741007804870605, 816.0202171802521, 348.98491859436035]"
argo_02290.png,"[444.19980788230896, 9.83303189277649, 852.6223783493042, 343.94030570983887]","[147.46234911680222, 10.566294193267822, 761.4457538127899, 335.77589750289917]"
argo_01129.png,"[215.47722607851028, -0.06078958511352539, 410.990467607975, 291.5413784980774]"
argo_00287.png,"[417.78504276275635, -3.6474287509918213, 668.779217004776, 295.1999759674072]"
argo_04986.png
argo_04428.png,"[370.5691527724266, -7.641913890838623, 585.8623158931732, 337.04840183258057]"
argo_03848.png,"[148.79627108573914, -5.454883575439453, 449.194144487381, 312.7420949935913]"
argo_01607.png,"[316.50139701366425, 8.653385639190674, 515.0266333818436, 280.96362590789795]"
argo_04609.png,"[275.88227558135986, -15.175691843032837, 541.5037029981613, 293.40182304382324]"
argo_02349.png,"[343.14115059375763, 25.137813091278076, 568.0836971998215, 309.4230008125305]"
argo_04610.png,"[275.05719912052155, -12.357462644577026, 542.8166786432266, 288.715295791626]"
argo_04477.png
argo_01657.png,"[447.31014609336853, 6.304671764373779, 662.5820574760437, 257.84937858581543]","[-2.6485519409179688, 4.7711241245269775, 409.4736534357071, 313.23115825653076]"
argo_01823.png,"[259.52103328704834, 7.497493028640747, 435.80916357040405, 287.3147964477539]"
argo_00729.png,"[209.84076884388924, 93.68991494178772, 581.5790853500366, 361.63207054138184]"
argo_00310.png,"[309.1429254412651, 1.9230258464813232, 525.6265931129456, 314.9058437347412]"
argo_01331.png,"[376.89970195293427, -7.531760931015015, 806.0430988073349, 316.06091022491455]","[153.58025366067886, -4.271889925003052, 363.15257614851, 301.1894130706787]"
argo_03784.png,"[191.96135073900223, -7.684743404388428, 484.03029894828796, 304.70808506011963]"
argo_03557.png,"[420.1629722714424, -0.7645153999328613, 671.4357097148895, 301.56769037246704]","[-5.2144893407821655, -16.38859748840332, 303.57344299554825, 230.50520181655884]"
argo_03266.png,"[423.4455640912056, 6.962499618530273, 837.110696554184, 317.1608304977417]"
argo_00538.png,"[408.7314969301224, -2.442634105682373, 545.2716997861862, 208.0447268486023]","[570.4255114793777, 37.49759316444397, 708.7971814870834, 224.53046321868896]"
argo_03121.png,"[387.7916885614395, -9.767950773239136, 823.9923931360245, 327.265419960022]"
argo_00543.png,"[473.4882661104202, 7.9575347900390625, 612.4256650209427, 229.91597414016724]"
